Tiempo (ms),g_Na (mS/cm^2),g_K (mS/cm^2)
0.9750975097509752,5.793857904367874e-14,0.12634389232806242
0.9800980098009802,3.734606275083122e-14,0.12564125389642639
0.9850985098509851,5.718137785889729e-14,0.12494259653809019
0.9900990099009902,1.0409461161883053e-13,0.12424789755546638
0.9950995099509952,8.107232904430922e-14,0.12355713437755692
1.0001000100010002,5.1652296106240154e-14,0.1228702845593306
1.005100510051005,5.3998737733965505e-14,0.12218732578108041
1.0101010101010102,7.921146933992981e-14,0.12150823584779996
1.0151015101510152,7.612961662592509e-14,0.12083299268852472
1.02010201020102,5.436940163532372e-14,0.12016157435570647
1.0251025102510252,5.1419598135190956e-14,0.11949395902457914
1.0301030103010302,6.752158566923902e-14,0.11883012499255179
1.035103510351035,7.891444195834685e-14,0.11817005067856252
1.0401040104010402,5.725003675724731e-14,0.11751371462244882
1.0451045104510452,4.44059437815329e-14,0.11686109548433035
1.05010501050105,5.275055624377662e-14,0.11621217204399979
1.0551055105510552,7.91947892069552e-14,0.11556692320031262
1.0601060106010602,8.523071824192917e-14,0.11492532797054543
1.065106510651065,4.9483028248799654e-14,0.11428736548979354
1.0701070107010702,3.39726506188051e-14,0.11365301501035549
1.0751075107510752,4.891550295978996e-14,0.11302225590114412
1.08010801080108,9.69412511462907e-14,0.11239506764708022
1.0851085108510852,1.1259399223318861e-13,0.11177142984846428
1.0901090109010902,5.551931319550607e-14,0.11115132222038263
1.095109510951095,3.4495204910832594e-14,0.11053472459211545
1.1001100110011002,5.5762309952895425e-14,0.1099216169065463
1.1051105110511052,1.1747213624403976e-13,0.10931197921956878
1.11011101110111,1.063785690993837e-13,0.10870579169947345
1.1151115111511152,5.87406297661073e-14,0.10810303462637139
1.1201120112011203,5.277364561026925e-14,0.10750368839160626
1.125112511251125,8.273473979469963e-14,0.10690773349718022
1.1301130113011302,9.909483218819881e-14,0.106315150555158
1.1351135113511353,6.794297348413791e-14,0.10572592028708395
1.14011401140114,5.697061492977514e-14,0.10514002352340979
1.1451145114511452,7.018749163239141e-14,0.10455744120292662
1.1501150115011503,8.72102536823317e-14,0.1039781543721873
1.155115511551155,6.871788427124774e-14,0.10340214418492533
1.1601160116011602,5.416883295614388e-14,0.10282939190149379
1.1651165116511653,5.934727641425587e-14,0.10225987888830153
1.17011701170117,8.07844758112169e-14,0.1016935866172585
1.1751175117511752,8.614538445424373e-14,0.1011304966651961
1.1801180118011803,5.700034374796433e-14,0.10057059071331477
1.185118511851185,4.2982293091235084e-14,0.10001385054662273
1.1901190119011902,5.550591678942178e-14,0.09946025805339663
1.1951195119511953,9.420075020114744e-14,0.09890979522462995
1.2001200120012,1.1109166699825656e-13,0.09836244415346557
1.2051205120512052,7.079068071628444e-14,0.09781818703465127
1.2101210121012103,5.3353112725030064e-14,0.09727700616400643
1.215121512151215,6.818990761951212e-14,0.09673888393787791
1.2201220122012202,1.0119845340959786e-13,0.096203802852602
1.2251225122512253,8.686694177898533e-14,0.09567174550395317
1.2301230123012301,6.130680016595596e-14,0.09514269458661909
1.2351235123512352,6.062415955850557e-14,0.09461663289366415
1.2401240124012403,8.304624154553083e-14,0.09409354331601015
1.2451245124512451,9.574379852902889e-14,0.09357340884189541
1.2501250125012502,6.853933062736041e-14,0.09305621255634836
1.2551255125512553,5.414227137651354e-14,0.09254193764066657
1.2601260126012601,6.473670387089719e-14,0.09203056737190185
1.2651265126512652,9.470372662536575e-14,0.09152208512234303
1.2701270127012703,9.687818851770458e-14,0.09101647435898573
1.2751275127512751,6.052800460659496e-14,0.09051371864302579
1.2801280128012802,4.6696272283703874e-14,0.09001380162934368
1.2851285128512853,6.46860432938225e-14,0.08951670706600647
1.2901290129012901,1.1051999405864566e-13,0.08902241879375783
1.2951295129512952,1.1338295755242288e-13,0.08853092074550019
1.3001300130013003,6.255342572781345e-14,0.08804219694580065
1.3051305130513051,4.570987780985409e-14,0.08755623151038916
1.3101310131013102,6.958520866164301e-14,0.08707300864566855
1.3151315131513153,1.2694777632286413e-13,0.08659251264821623
1.3201320132013201,1.150532296874477e-13,0.08611472790427961
1.3251325132513252,6.680889608435455e-14,0.0856396388892945
1.3301330133013303,5.851751013207509e-14,0.08516723016739398
1.3351335133513351,8.923607198377347e-14,0.08469748639092958
1.3401340134013402,1.229258147850122e-13,0.08423039229998011
1.3451345134513453,8.750650834155593e-14,0.08376593272186522
1.3501350135013501,6.541675438409447e-14,0.08330409257067331
1.3551355135513552,7.4057231925497e-14,0.08284485684678351
1.3601360136013603,1.0245435410347315e-13,0.08238821063639405
1.3651365136513651,9.623913851616482e-14,0.08193413911104024
1.3701370137013702,6.990069109258231e-14,0.08148262752712922
1.3751375137513753,6.48541894376181e-14,0.08103366122546976
1.3801380138013801,8.412877408393699e-14,0.08058722563081437
1.3851385138513852,1.0817017820432501e-13,0.08014330625138968
1.3901390139013903,8.612681382015372e-14,0.0797018886784289
1.3951395139513951,5.971947030904528e-14,0.07926295858572069
1.4001400140014002,6.004820858393347e-14,0.07882650172914821
1.4051405140514053,8.968306184798406e-14,0.0783925039462432
1.4101410141014101,1.2547205274739184e-13,0.07796095115572538
1.4151415141514152,9.394295694462933e-14,0.07753182935704647
1.4201420142014203,5.482483937366306e-14,0.07710512462995243
1.4251425142514251,5.3060259792531406e-14,0.07668082313403163
1.4301430143014302,9.252119282362033e-14,0.0762589111082797
1.4351435143514353,1.4994806200390787e-13,0.0758393748706512
1.4401440144014401,1.109866091342321e-13,0.07542220081761408
1.4451445144514452,6.323150968063175e-14,0.07500737542372243
1.4501450145014503,6.192842183394484e-14,0.07459488524117694
1.4551455145514551,1.0560650293058277e-13,0.07418471689939814
1.4601460146014602,1.465910752641545e-13,0.07377685710458892
1.4651465146514653,9.866414162550544e-14,0.07337129263930384
1.4701470147014701,7.150389694379376e-14,0.07296801036202868
1.4751475147514752,8.244958575773279e-14,0.07256699720675491
1.4801480148014803,1.175308405824304e-13,0.07216824018255938
1.4851485148514851,1.0932616519672115e-13,0.07177172637317766
1.4901490149014902,8.015042337723799e-14,0.07137744293659057
1.4951495149514953,7.523321510199115e-14,0.07098537710460673
1.5001500150015001,9.567596374295211e-14,0.070595516182454
1.5051505150515052,1.1621224753235585e-13,0.0702078475483627
1.5101510151015103,9.151563221818998e-14,0.06982235865315405
1.5151515151515151,6.989883350972756e-14,0.06943903701983631
1.5201520152015202,7.389534372886142e-14,0.06905787024319886
1.5251525152515253,1.0299971913487089e-13,0.0686788459894128
1.5301530153015301,1.2695597860996876e-13,0.0683019519956235
1.5351535153515352,9.150907168155491e-14,0.06792717606954997
1.5401540154015403,6.028350771852308e-14,0.06755450608909305
1.5451545154515451,6.35063290008067e-14,0.06718393000193766
1.5501550155015502,1.0481085898277753e-13,0.06681543582516462
1.5551555155515553,1.563040482475946e-13,0.06644901164485396
1.5601560156015601,1.1531776848326713e-13,0.06608464561569234
1.5651565156515652,6.452488074304378e-14,0.06572232596059369
1.5701570157015703,6.109858691460063e-14,0.06536204097031
1.5751575157515751,1.0724325791678251e-13,0.06500377900305296
1.5801580158015802,1.7198625023146402e-13,0.0646475284841084
1.5851585158515853,1.2553131913794715e-13,0.06429327790545422
1.5901590159015901,7.919735385247971e-14,0.06394101582538914
1.5951595159515952,8.066989802566844e-14,0.06359073086815503
1.6001600160016003,1.2284272363590586e-13,0.06324241172356652
1.6051605160516051,1.4246568534236107e-13,0.0628960471466354
1.6101610161016102,1.0133262314084702e-13,0.06255162595720151
1.6151615161516153,8.38853884650929e-14,0.06220913703956757
1.6201620162016201,9.832534758780901e-14,0.06186856934213435
1.6251625162516252,1.2667639595858108e-13,0.06152991187703631
1.6301630163016303,1.1189667771635394e-13,0.061193153719776766
1.6351635163516351,8.612364653514098e-14,0.060858284008871444
1.6401640164016402,8.353857453688455e-14,0.06052529194548913
1.6451645164516453,1.0583033315520586e-13,0.06019416679309916
1.6501650165016502,1.3080393331921748e-13,0.05986489787711383
1.6551655165516552,1.0650926659888111e-13,0.05953747458453405
1.6601660166016603,7.548992634719743e-14,0.05921188636360329
1.6651665166516652,7.332817023602666e-14,0.058888122723456726
1.6701670167016702,1.0431818401200588e-13,0.05856617323377829
1.6751675167516753,1.5117268766415242e-13,0.05824602752445277
1.6801680168016802,1.3215827427777937e-13,0.05792767528521933
1.6851685168516852,7.626254080234086e-14,0.05761110626533594
1.6901690169016903,6.076924674084183e-14,0.05729631027323719
1.6951695169516952,9.255363580000397e-14,0.056983277176200164
1.7001700170017002,1.6837621485363004e-13,0.056671996900006634
1.7051705170517053,1.754793860289505e-13,0.05636245942860602
1.7101710171017102,1.0042651026667837e-13,0.0560546548037861
1.7151715171517152,7.372180626383389e-14,0.055748573124843194
1.7201720172017203,1.0166454307446451e-13,0.055444204548254127
1.7251725172517252,1.6804888138164742e-13,0.05514153928734867
1.7301730173017302,1.5378334753335225e-13,0.05484056761198172
1.7351735173517353,1.0406570794419122e-13,0.05454127984821311
1.7401740174017402,9.436823240406905e-14,0.054243666377985236
1.7451745174517452,1.2227329132626084e-13,0.05394771763880468
1.7501750175017503,1.4830531410458632e-13,0.05365342412342204
1.7551755175517552,1.1709268247972645e-13,0.05336077637951483
1.7601760176017602,9.60986964166596e-14,0.05306976500937493
1.7651765176517653,1.0280110800630522e-13,0.052780380669595284
1.7701770177017702,1.2984407464205858e-13,0.05249261407075937
1.7751775177517752,1.347970160891106e-13,0.05220645597712879
1.7801780178017803,1.0303155324531242e-13,0.05192189720633709
1.7851785178517852,8.678664108125541e-14,0.051638928629083335
1.7901790179017902,9.928281095914363e-14,0.05135754116882912
1.7951795179517953,1.3592069245940565e-13,0.05107772580149508
1.8001800180018002,1.5437875387949891e-13,0.05079947355515734
1.8051805180518052,1.0760530185863827e-13,0.05052277550974856
1.8101810181018103,7.320793594793609e-14,0.05024762279676207
1.8151815181518152,7.911068557811251e-14,0.04997400659895456
1.8201820182018202,1.3004684463177825e-13,0.049701918150052565
1.8251825182518253,1.9710788555385515e-13,0.04943134873445741
1.8301830183018302,1.56080992738956e-13,0.04916228968695201
1.8351835183518352,8.676553014921977e-14,0.04889473239241514
1.8401840184018403,7.374776285476594e-14,0.04862866828553122
1.8451845184518452,1.197369181232006e-13,0.048364088850504874
1.8501850185018502,2.0662117067807034e-13,0.048100985620774535
1.8551855185518553,1.7967987332793595e-13,0.047839350178727286
1.8601860186018602,1.1294233446101774e-13,0.04757917415541956
1.8651865186518652,9.991578368985109e-14,0.04732044923029609
1.8701870187018703,1.369104574845453e-13,0.04706316713091147
1.8751875187518752,1.786612126255163e-13,0.04680731963265175
1.8801880188018802,1.3990486900447994e-13,0.04655289855845776
1.8851885188518853,1.1123929729902887e-13,0.04629989577855302
1.8901890189018902,1.1620300646966466e-13,0.046048303210170234
1.8951895189518952,1.4513109409484834e-13,0.04579811281728026
1.9001900190019003,1.4870280094797293e-13,0.04554931661032103
1.9051905190519052,1.1827588611807155e-13,0.04530190664593005
1.9101910191019102,1.0457281578566691e-13,0.04505587502667811
1.9151915191519153,1.1797367482606443e-13,0.044811213900804434
1.9201920192019202,1.4947543866625482e-13,0.04456791546195236
1.9251925192519252,1.5405727093632928e-13,0.04432597194890552
1.9301930193019303,1.1279297289268433e-13,0.04408537564532832
1.9351935193519354,8.887089982852946e-14,0.04384611887950693
1.9401940194019403,1.00609031091358e-13,0.0436081940240914
1.9451945194519453,1.4890379082842213e-13,0.043371593495839
1.9501950195019504,1.9714023970353834e-13,0.04313630975535798
1.9551955195519553,1.5780974488682386e-13,0.042902335306853265
1.9601960196019603,1.1267155617997709e-13,0.04266966269787718
1.9651965196519654,1.0935038033790662e-13,0.042438284519076955
1.9701970197019703,1.4645123367400432e-13,0.042208193403945826
1.9751975197519753,1.8430221580334663e-13,0.041979382028574014
1.9801980198019804,1.482682550714031e-13,0.041751843111401725
1.9851985198519853,1.1629503579489488e-13,0.041525569412975735
1.9901990199019903,1.1853715106150397e-13,0.04130055373570465
1.9951995199519954,1.511966226900335e-13,0.04107678892361665
2.0002000200020005,1.7420369454048875e-13,0.040854267862117315
2.0052005200520053,1.3840008914542705e-13,0.04063298347775001
2.01020102010201,1.1032049778313139e-13,0.04041292873795872
2.0152015201520155,1.1494437576850894e-13,0.040194096650850365
2.0202020202020203,1.512784187315542e-13,0.03997648026495918
2.025202520252025,1.8594205333675896e-13,0.039760072669011305
2.0302030203020305,1.495987127256604e-13,0.03954486699169155
2.0352035203520353,1.053622467155207e-13,0.039330856401413414
2.04020402040204,9.996070168152379e-14,0.03911803410608765
2.0452045204520455,1.3883073063546955e-13,0.03890639335289331
2.0502050205020503,2.040732227050516e-13,0.038695927428049316
2.055205520552055,1.9468369510822198e-13,0.03848662965658708
2.0602060206020605,1.2355209596743768e-13,0.03827849340212669
2.0652065206520653,9.586339860956533e-14,0.038071512066653004
2.07020702070207,1.23636217162546e-13,0.03786567909029244
2.0752075207520755,2.0059043834255705e-13,0.03766098795109115
2.0802080208020803,2.2820057862892506e-13,0.03745743216479426
2.085208520852085,1.5297870169652803e-13,0.03725500528462732
2.0902090209020905,1.1517970058154604e-13,0.03705370090107981
2.0952095209520953,1.3250018404813234e-13,0.03685351264168748
2.1002100210021,1.9197622679395547e-13,0.03665443417081709
2.1052105210521055,2.0504151936144048e-13,0.03645645918945189
2.1102110211021103,1.5156514628511913e-13,0.03625958143497923
2.115211521152115,1.2781662259654264e-13,0.03606379468097973
2.1202120212021205,1.4508880887760943e-13,0.03586909273701609
2.1252125212521253,1.861825057332529e-13,0.03567546944842383
2.13021302130213,1.8141103695462625e-13,0.03548291869610272
2.1352135213521355,1.4182194472736345e-13,0.035291434396310654
2.1402140214021403,1.2693707647999165e-13,0.03510101050045851
2.145214521452145,1.4607081091561424e-13,0.03491164099490504
2.1502150215021505,1.8574465293091476e-13,0.03472331990075319
2.1552155215521553,1.8692837434738435e-13,0.03453604127364778
2.16021602160216,1.4041251597354944e-13,0.03434979920357502
2.1652165216521655,1.1613779004372032e-13,0.03416458781466328
2.1702170217021703,1.313429322930473e-13,0.03398040126498384
2.175217521752175,1.8296515159182723e-13,0.033797233746352816
2.1802180218021805,2.2392336019707802e-13,0.03361507948413469
2.1852185218521853,1.7067365267277786e-13,0.03343393273704685
2.19021902190219,1.148874696915641e-13,0.03325378779696684
2.1952195219521955,1.0926988764185064e-13,0.03307463898873849
2.2002200220022003,1.5921183407539357e-13,0.03289648066997967
2.205220522052205,2.445256929469559e-13,0.032719307230891045
2.2102210221022105,2.338461437586386e-13,0.03254311309406624
2.2152215221522153,1.5014779515827816e-13,0.03236789271430402
2.22022202220222,1.1837303644150645e-13,0.03219364057842091
2.2252225222522255,1.4912308282071919e-13,0.03202035120506389
2.2302230223022304,2.2799212429188885e-13,0.03184801914452479
2.235223522352235,2.4020104424423e-13,0.031676638978555785
2.2402240224022405,1.711509435709285e-13,0.03150620532018647
2.2452245224522454,1.4132170138782673e-13,0.03133671281354235
2.25022502250225,1.6201880409070367e-13,0.03116815613366257
2.2552255225522555,2.1264885894225373e-13,0.031000529986319737
2.2602260226022604,2.079104701980919e-13,0.03083382910784065
2.265226522652265,1.633439893172395e-13,0.030668048264928704
2.2702270227022705,1.4688284034192258e-13,0.03050318225448718
2.2752275227522754,1.668210473544385e-13,0.030339225903442495
2.28022802280228,2.0561447585818416e-13,0.030176174068568897
2.2852285228522855,2.0015081244584456e-13,0.030014021636314513
2.2902290229022904,1.5769101313026055e-13,0.029852763522628743
2.295229522952295,1.3878073347863317e-13,0.029692394672790733
2.3002300230023005,1.5667658413230574e-13,0.029532910061237466
2.3052305230523054,2.0371593936386864e-13,0.029374304691393634
2.31023102310231,2.2928623978177047e-13,0.029216573595502414
2.3152315231523155,1.7538730283241268e-13,0.029059711834457613
2.3202320232023204,1.2852469662112401e-13,0.02890371449763763
2.325232523252325,1.2809508553238667e-13,0.028748576702738407
2.3302330233023305,1.791184677332836e-13,0.02859429359560782
2.3352335233523354,2.592283221283585e-13,0.028440860350081556
2.34023402340234,2.511778380115805e-13,0.028288272167819723
2.3452345234523455,1.62426508921708e-13,0.02813652427814507
2.3502350235023504,1.2251309799084927e-13,0.027985611937882217
2.355235523552355,1.4855385102749048e-13,0.02783553043119599
2.3602360236023605,2.3731946858253913e-13,0.02768627506943188
2.3652365236523654,2.993492335989473e-13,0.0275378411909575
2.37023702370237,2.1517724034245645e-13,0.027390224161005127
2.3752375237523755,1.564151443187609e-13,0.02724341937151558
